"channel_title","views","category","Channel.Video"
"Humble Music",212803,"Music","Video"
"Vox",505886,"News & Politics","Video"
"OnePlus",1028474,"Science & Technology","Video"
"A&E",304193,"Entertainment","Video"
"TheEllenShow",2682800,"Entertainment","Video"
"Philip DeFranco",1577533,"Entertainment","Video"
"Good Mythical Morning",324544,"Entertainment","Video"
"Vanity Fair",334497,"Entertainment","Video"
"Lokdhun Punjabi",394281,"Music","Video"
"You Suck At Cooking",677167,"Howto & Style","Video"
"Le Rire Jaune",1664684,"Comedy","Video"
"Papa Jake",313793,"Entertainment","Video"
"Tanner Braungardt",2128788,"People & Blogs","Video"
"WOWPresents",141104,"Entertainment","Video"
"Battle Universe!",533948,"Entertainment","Video"
"Comedy Central UK",212024,"Comedy","Video"
"RemyMaVEVO",804363,"Music","Video"
"Good Mythical MORE",136041,"Entertainment","Video"
"SuperCarlinBrothers",95700,"People & Blogs","Video"
"Channel Awesome",400148,"Entertainment","Video"
"Binging with Babish",1159690,"Entertainment","Video"
"The king of DIY",132315,"Pets & Animals","Video"
"Toronto Star",26967,"Entertainment","Video"
"REKT",177515,"Entertainment","Video"
"GameGrumps",243241,"Gaming","Video"
"Baited!",304673,"Entertainment","Video"
"Meet Arnold",1090890,"People & Blogs","Video"
"Speed Records",1292174,"Music","Video"
"Dose of Dissonance",235536,"News & Politics","Video"
"MLG Highlights",685641,"Sports","Video"
"Media Watch",454559,"News & Politics","Video"
"Unbox Therapy",986574,"Science & Technology","Video"
"WWE",4373507,"Sports","Video"
"TV Promos",137072,"Entertainment","Video"
"湖南卫视芒果TV官方频道 China HunanTV Official Channel",529568,"Entertainment","Video"
"Matthias",736829,"Science & Technology","Video"
"TODAY",814832,"News & Politics","Video"
"CollegeHumor",655161,"Comedy","Video"
"FailArmy",736556,"Comedy","Video"
"CYRIL /SUPERKONAR",694996,"Comedy","Video"
"Smosh Pit",134340,"People & Blogs","Video"
"shaycarl",134235,"Entertainment","Video"
"Le Jeu, C'est Sérieux",598162,"Comedy","Video"
"Jeremy Jahns",717731,"Entertainment","Video"
"Annapurna Studios",1532904,"Entertainment","Video"
"Breakfast Club Power 105.1 FM",772213,"Entertainment","Video"
"麻辣变形计 HOT GIRL",139552,"People & Blogs","Video"
"brutalmoose",109878,"Entertainment","Video"
"Motion Station",10164,"Sports","Video"
"VikatanTV",416189,"Shows","Video"
"Safiya Nygaard",1276326,"People & Blogs","Video"
"ibighit",3483755,"Music","Video"
"Canadian Tire",7610,"Music","Video"
"Anwar Jibawi",1843479,"Comedy","Video"
"LilyPichu",225900,"Comedy","Video"
"Jass Records",1374748,"Music","Video"
"Marques Brownlee",1117997,"Science & Technology","Video"
"Full Interview",244039,"People & Blogs","Video"
"The Voice",320851,"Entertainment","Video"
"LastWeekTonight",641309,"Entertainment","Video"
"Munchies",111329,"Entertainment","Video"
"Amar Audio",2752866,"Music","Video"
"orelsan",1942315,"Music","Video"
"JRE Clips",1177611,"Comedy","Video"
"NHL",82447,"Sports","Video"
"CelebNews17",185781,"Entertainment","Video"
"SORTEDfood",75479,"Howto & Style","Video"
"Simon's Cat",178977,"Pets & Animals","Video"
"John Kuckian",68998,"News & Politics","Video"
"MusicTalentNow",68352,"Entertainment","Video"
"Doug DeMuro",470398,"Autos & Vehicles","Video"
"Hong mei li",41504,"Entertainment","Video"
"RadaanMedia",276824,"Entertainment","Video"
"Draw with Jazza",471268,"Howto & Style","Video"
"CaptainSparklez",132088,"Entertainment","Video"
"The Real Daytime",169967,"Entertainment","Video"
"Taupe10",406851,"Entertainment","Video"
"ESPN",677463,"Sports","Video"
"Cut",867802,"Entertainment","Video"
"More Wong Fu",28513,"People & Blogs","Video"
"Kill'em",704337,"Entertainment","Video"
"Lowe's Home Improvement",492183,"Howto & Style","Video"
"VICE News",135510,"News & Politics","Video"
"REACT",277980,"Entertainment","Video"
"The View",46254,"News & Politics","Video"
"GREAT US - NEWS",67378,"News & Politics","Video"
"Akashi Tv",1901318,"Entertainment","Video"
"Graham The Christian",73765,"Comedy","Video"
"Rudy Mancuso",4737269,"Comedy","Video"
"Simply Nailogical",1693011,"Entertainment","Video"
"BuzzFeedBlue",645577,"People & Blogs","Video"
"ExplosmEntertainment",998444,"Comedy","Video"
"SET India",180342,"Entertainment","Video"
"Lolywood",1263566,"Comedy","Video"
"Cow Chop",122728,"Gaming","Video"
"Victurus Libertas VL",118097,"Entertainment","Video"
"NewsOne Pk",145581,"News & Politics","Video"
"HK TVB",50490,"People & Blogs","Video"
"PONY Syndrome",394069,"Howto & Style","Video"
"CaseyNeistat",2400741,"People & Blogs","Video"
"Kitchen Nightmares",279979,"Entertainment","Video"
"HUM TV",187691,"Entertainment","Video"
"Federica Balsamo",188341,"People & Blogs","Video"
"GEazyMusicVEVO",1790057,"Music","Video"
"TV Shows",377233,"People & Blogs","Video"
"5-Minute Crafts",5277237,"Howto & Style","Video"
"TED-Ed",96846,"Education","Video"
"Lama Faché",160816,"Entertainment","Video"
"The Young Turks",80586,"News & Politics","Video"
"GreySloan",28939,"People & Blogs","Video"
"iHasCupquake",463992,"Gaming","Video"
"JTBC News",117628,"News & Politics","Video"
"Mo Vlogs",794338,"People & Blogs","Video"
"The Dr. Phil Show",28632,"Entertainment","Video"
"Amixem",1595201,"Comedy","Video"
"DoctorOz",324707,"Howto & Style","Video"
"CrazyRussianHacker",566332,"Science & Technology","Video"
"T-Series Apna Punjab",216137,"Music","Video"
"Team Edge",464981,"Comedy","Video"
"Bravo",41065,"Entertainment","Video"
"The Interview",479263,"People & Blogs","Video"
"Escapist",354088,"Gaming","Video"
"Facts.",154668,"Entertainment","Video"
"WIRED",51461,"Entertainment","Video"
"Mark Wiens",358881,"Travel & Events","Video"
"Skip and Shannon: UNDISPUTED",243083,"Sports","Video"
"MSNBC",107088,"News & Politics","Video"
"ARY Digital",293017,"Entertainment","Video"
"CBC NL - Newfoundland and Labrador",22279,"News & Politics","Video"
"SMTOWN",916731,"Music","Video"
"Pasión90' Perú",655537,"Sports","Video"
"Tasty",295094,"Howto & Style","Video"
"nigahiga",2656622,"Entertainment","Video"
"DALLMYD",95216,"Sports","Video"
"Wendy Williams",94640,"Entertainment","Video"
"Tati",652467,"Howto & Style","Video"
"rosalie vaillancourt",8018,"Comedy","Video"
"SootHouse",52570,"Comedy","Video"
"Слуга народа",487929,"Shows","Video"
"Living Big In A Tiny House",40266,"Howto & Style","Video"
"E! Entertainment",325333,"Entertainment","Video"
"Budweiser",317426,"Entertainment","Video"
"Jens 95",60282,"Sports","Video"
"Trash",305153,"Science & Technology","Video"
"The King of Random",310494,"Education","Video"
"Fleur DeForce",129777,"Howto & Style","Video"
"FallOutBoyVEVO",1884763,"Music","Video"
"Donut Media",206823,"Autos & Vehicles","Video"
"Tibo InShape",670446,"Sports","Video"
"Wrestling Reality II",1762418,"Sports","Video"
"BBC America",39133,"Entertainment","Video"
"What's Inside?",478560,"Education","Video"
"Brawadis",259007,"People & Blogs","Video"
"中天電視",138609,"Entertainment","Video"
"Act Now 2017",57741,"News & Politics","Video"
"Rainie Tian",68193,"Howto & Style","Video"
"EminemVEVO",24578152,"Music","Video"
"SciShow",92629,"Education","Video"
"Kapamilya Trending",546892,"Entertainment","Video"
"APerfectCircleVEVO",181513,"Music","Video"
"主頻道【谷阿莫】",217795,"Entertainment","Video"
"Football Highlights & Goals",1494393,"Sports","Video"
"THIRU TV",296049,"Entertainment","Video"
"The Graham Norton Show",647820,"Entertainment","Video"
"Atlantic Records",102299,"Music","Video"
"The Late Late Show with James Corden",8072982,"Entertainment","Video"
"BostonDynamics",6451949,"Science & Technology","Video"
"Lokdhun Punjabi",3014068,"Music","Video"
"Warner Bros. Pictures",7797259,"Entertainment","Video"
"SPORTSNET",517275,"Sports","Video"
"Pistol",521011,"Gaming","Video"
"Late Night with Seth Meyers",1235481,"Comedy","Video"
"AsapSCIENCE",804878,"Science & Technology","Video"
"The Late Show with Stephen Colbert",1291361,"Entertainment","Video"
"Full Interview",287346,"People & Blogs","Video"
"Dr Nozman",781343,"Science & Technology","Video"
"MercerReport",85684,"Comedy","Video"
"TechSmartt",3631775,"Science & Technology","Video"
"2oK",142922,"Music","Video"
"LuisFonsiVEVO",18558186,"Music","Video"
"Full Frontal with Samantha Bee",523234,"People & Blogs","Video"
"FailArmy",1178020,"Comedy","Video"
"Matt Stonie",625022,"Entertainment","Video"
"Stephen Fanz",118429,"Entertainment","Video"
"Binging with Babish",456491,"Entertainment","Video"
"Kurzgesagt – In a Nutshell",1654828,"Education","Video"
"The Verge",1158594,"Science & Technology","Video"
"The Tonight Show Starring Jimmy Fallon",2635714,"Comedy","Video"
"Brent Pella",1406451,"Comedy","Video"
"PewDiePie",2244679,"Pets & Animals","Video"
"SMG上海电视台官方频道 SMG Shanghai TV Official Channel",215746,"Entertainment","Video"
"Vogue",4716036,"Entertainment","Video"
"Hell's Kitchen",54690,"Entertainment","Video"
"JunsKitchen",2286953,"Howto & Style","Video"
"NELK",563518,"Comedy","Video"
"Hey Yolo",1816989,"Music","Video"
"Good Mythical Morning",295577,"Entertainment","Video"
"Jimmy Kimmel Live",4558472,"Comedy","Video"
"First We Feast",803802,"Howto & Style","Video"
"Comedy Central UK",111389,"Comedy","Video"
"Smosh Pit",213134,"People & Blogs","Video"
"Vox",366048,"News & Politics","Video"
"Green Day",646615,"Music","Video"
"Cards Against Humanity",1285629,"Comedy","Video"
"Doctor Who",271865,"Entertainment","Video"
"Papa Jake",561843,"Entertainment","Video"
"MLG Highlights",3158597,"Sports","Video"
"Good Mythical MORE",114688,"Entertainment","Video"
"RemyMaVEVO",1593275,"Music","Video"
"Sheikh Musa",173225,"People & Blogs","Video"
"ALGERIE Football",90474,"Sports","Video"
"Draw with Jazza",559594,"Howto & Style","Video"
"Humble Music",341851,"Music","Video"
"shaycarl",296595,"Entertainment","Video"
"Brave Wilderness",355233,"Pets & Animals","Video"
"Half as Interesting",544230,"Education","Video"
"iDubbbzTV",3121392,"Comedy","Video"
"jacksfilms",1248432,"Comedy","Video"
"Fueled By Ramen",823285,"Music","Video"
"Baited!",370622,"Entertainment","Video"
"WOWPresents",241436,"Entertainment","Video"
"麻辣变形计 HOT GIRL",148438,"People & Blogs","Video"
"Tesla",593849,"Autos & Vehicles","Video"
"Meet Arnold",1183659,"People & Blogs","Video"
"iGadgetPro",880358,"Science & Technology","Video"
"Hong mei li",61667,"Entertainment","Video"
"Marques Brownlee",1210080,"Science & Technology","Video"
"The View",98810,"News & Politics","Video"
"Canadian Tire",16795,"Music","Video"
"Graham The Christian",556595,"Comedy","Video"
"SMTOWN",4340962,"Music","Video"
"Team Edge",416061,"Comedy","Video"
"SuperCarlinBrothers",213189,"People & Blogs","Video"
"E! Live from the Red Carpet",102540,"Entertainment","Video"
"Vanity Fair",582019,"Entertainment","Video"
"The Slow Mo Guys",3447230,"Entertainment","Video"
"VikatanTV",413234,"Shows","Video"
"KathleenLights",204596,"Howto & Style","Video"
"Toronto Star",32438,"Entertainment","Video"
"GameGrumps",215077,"Gaming","Video"
"A&E",323501,"Entertainment","Video"
"StarCraft",710476,"Gaming","Video"
"OnePlus",1069416,"Science & Technology","Video"
"Aviron Pictures",329733,"People & Blogs","Video"
"湖南卫视芒果TV官方频道 China HunanTV Official Channel",1323611,"Entertainment","Video"
"LE ROI DES RATS",351347,"News & Politics","Video"
"Battle Universe!",256518,"Entertainment","Video"
"FBE",324300,"Entertainment","Video"
"TheEllenShow",3058843,"Entertainment","Video"
"LalinaFilms",156809,"Entertainment","Video"
"ApexTV",181851,"Entertainment","Video"
"You Suck At Cooking",759465,"Howto & Style","Video"
"rosalie vaillancourt",8703,"Comedy","Video"
"Shalom Entertainment",167696,"People & Blogs","Video"
"Lama Faché",292011,"Entertainment","Video"
"Bright Sun Films",53164,"Entertainment","Video"
"EvanTubeRAW",175582,"People & Blogs","Video"
"NHL",16708,"Sports","Video"
"Media Watch",480203,"News & Politics","Video"
"MusicTalentNow",186849,"Entertainment","Video"
"Le Rire Jaune",1905322,"Comedy","Video"
"NewsOne Pk",189676,"News & Politics","Video"
"REKT",303417,"Entertainment","Video"
"SonyMusicSouthVEVO",878051,"Music","Video"
"浙江卫视音乐频道 ZJSTV Music Channel - 梦想的声音正在热播 -",64563,"Entertainment","Video"
"Food Wishes",54458,"Howto & Style","Video"
"Philip DeFranco",1641496,"Entertainment","Video"
"Ximo NBA",641173,"Sports","Video"
"Sargon of Akkad",194720,"News & Politics","Video"
"K-POP Entertainment Official",164269,"Music","Video"
"Golden Moustache",486287,"Comedy","Video"
"ExpovistaTV",488546,"Science & Technology","Video"
"The king of DIY",180385,"Pets & Animals","Video"
"RadaanMedia",420629,"Entertainment","Video"
"Tanner Braungardt",2242229,"People & Blogs","Video"
"MSNBC",175969,"News & Politics","Video"
"SET India",198605,"Entertainment","Video"
"Speed Records",1581664,"Music","Video"
"RM Videos",51541,"Comedy","Video"
"Breakfast Club Power 105.1 FM",249592,"Entertainment","Video"
"The Young Turks",107804,"News & Politics","Video"
"DALLMYD",484423,"Sports","Video"
"Bravo",94699,"Entertainment","Video"
"AfghanstarToloTV",114743,"Entertainment","Video"
"ran future",534517,"Science & Technology","Video"
"Unbox Therapy",1447525,"Science & Technology","Video"
"Channel Awesome",432537,"Entertainment","Video"
"Impeach Trump",100403,"People & Blogs","Video"
"Cut",203806,"Entertainment","Video"
"MarkAngelComedy",278147,"Comedy","Video"
"The Real Daytime",35741,"Entertainment","Video"
"Anes Tina",704358,"Comedy","Video"
"Munchies",198917,"Entertainment","Video"
"CaptainSparklez",218191,"Entertainment","Video"
"Wendy Williams",348532,"Entertainment","Video"
"Jass Records",1611877,"Music","Video"
"NFL",960271,"Sports","Video"
"vlogbrothers",81759,"People & Blogs","Video"
"Annapurna Studios",2812994,"Entertainment","Video"
"WIRED",147835,"Entertainment","Video"
"Dose of Dissonance",254539,"News & Politics","Video"
"Akashi Tv",2251398,"Entertainment","Video"
"ABS-CBN Entertainment",246852,"Entertainment","Video"
"KBSKpop",1568291,"Entertainment","Video"
"Facts.",98671,"Entertainment","Video"
"The Voice",436560,"Entertainment","Video"
"لبنانى",240325,"News & Politics","Video"
"Eat Bulaga!",19484,"Entertainment","Video"
"少康戰情室",204841,"News & Politics","Video"
"TODAY",882248,"News & Politics","Video"
"Tasty",288958,"Howto & Style","Video"
"THIRU TV",146034,"Entertainment","Video"
"theMeatly",244645,"Gaming","Video"
"CollegeHumor",756962,"Comedy","Video"
"REACT",392494,"Entertainment","Video"
"PowerfulJRE",592585,"People & Blogs","Video"
"NBA Kit",288228,"Sports","Video"
"Gorillaz",149999,"Music","Video"
"WWE",4799436,"Sports","Video"
"Chris Smoove",490399,"Sports","Video"
"Matthias",799694,"Science & Technology","Video"
"Chris Stuckmann",914063,"Entertainment","Video"
"HUM TV",304373,"Entertainment","Video"
"Shayetet",138544,"Entertainment","Video"
"GOAT Hoops",358247,"Sports","Video"
"Trash",329429,"Science & Technology","Video"
"More Wong Fu",52797,"People & Blogs","Video"
"CasonVids",186948,"News & Politics","Video"
"TV Promos",99726,"Entertainment","Video"
"Simon's Cat",336907,"Pets & Animals","Video"
"Danish Khan",58678,"Entertainment","Video"
"Poppy",49018,"Entertainment","Video"
"Le Jeu, C'est Sérieux",653056,"Comedy","Video"
"Talisa Tossell",491410,"Howto & Style","Video"
"Motion Station",270451,"Sports","Video"
"Safiya Nygaard",1448352,"People & Blogs","Video"
"Amar Audio",3103327,"Music","Video"
"miniminter",608317,"Gaming","Video"
"brutalmoose",149322,"Entertainment","Video"
"Fleccas Talks",207093,"News & Politics","Video"
"Atlantic Records",364124,"Music","Video"
"Troom Troom",695263,"Howto & Style","Video"
"TechRax",438492,"Entertainment","Video"
"Doug DeMuro",677914,"Autos & Vehicles","Video"
"Lionel Nation",63336,"News & Politics","Video"
"Access Hollywood",102357,"Entertainment","Video"
"中天電視",157868,"Entertainment","Video"
"JTBC News",113575,"News & Politics","Video"
"CYRIL /SUPERKONAR",748327,"Comedy","Video"
"刚刚开始一切都是",78677,"People & Blogs","Video"
"中國現在",95253,"News & Politics","Video"
"ChrisFix",230412,"Autos & Vehicles","Video"
"VICELAND",1129476,"Entertainment","Video"
"HaileeSteinfeldVEVO",751525,"Music","Video"
"Pasión90' Perú",709727,"Sports","Video"
"Anwar Jibawi",2002223,"Comedy","Video"
"Warner Bros. Pictures",11072585,"Entertainment","Video"
"The Late Late Show with James Corden",9856767,"Entertainment","Video"
"LuisFonsiVEVO",29943556,"Music","Video"
"Lokdhun Punjabi",4263588,"Music","Video"
"Kitchen Nightmares",794755,"Entertainment","Video"
"BostonDynamics",8533826,"Science & Technology","Video"
"Matt Stonie",1280763,"Entertainment","Video"
"SQUEEZIE",1914518,"Comedy","Video"
"H3 Podcast Highlights",1785835,"People & Blogs","Video"
"FOOTBALL MINDS",2331121,"Sports","Video"
